"location","time_interval","sewer_and_water","power","roads_and_bridges","medical","buildings","shake_intensity"
3,"2020/4/8 05:00",10.4761904761905,12.8095238095238,17.5714285714286,12.952380952381,7.47619047619048,NA
3,"2020/4/8 06:00",13.6428571428571,14.2142857142857,10.8392857142857,9.42857142857143,14.9821428571429,1
3,"2020/4/8 07:00",10.4107142857143,8.26785714285714,11.0714285714286,3.35714285714286,11.0714285714286,NA
3,"2020/4/8 08:00",0.667648724626897,0.660561412212163,0.624357972632188,0.664167803547067,0.627819256686924,0.586052095262531
3,"2020/4/8 09:00",0.800575996639224,0.724628459662504,0.8102136766126,0.781491589876208,0.794342057165927,1.25580124487149
3,"2020/4/8 10:00",NA,NA,NA,NA,NA,NA
3,"2020/4/8 11:00",NA,NA,NA,NA,NA,NA
3,"2020/4/8 12:00",NA,NA,NA,NA,NA,NA
3,"2020/4/8 13:00",NA,NA,NA,NA,NA,NA
3,"2020/4/8 14:00",NA,NA,NA,NA,NA,NA
3,"2020/4/8 15:00",NA,NA,NA,NA,NA,NA
3,"2020/4/8 16:00",NA,NA,NA,NA,NA,NA
3,"2020/4/8 17:00",NA,NA,NA,NA,NA,NA
3,"2020/4/8 18:00",NA,NA,NA,NA,NA,NA
3,"2020/4/8 19:00",NA,NA,NA,NA,NA,NA
3,"2020/4/8 20:00",NA,NA,NA,NA,NA,NA
3,"2020/4/8 21:00",NA,NA,NA,NA,NA,NA
3,"2020/4/8 22:00",NA,NA,NA,NA,NA,NA
3,"2020/4/8 23:00",NA,NA,NA,NA,NA,NA
3,"2020/4/9 00:00",NA,NA,NA,NA,NA,NA
3,"2020/4/9 01:00",1.71548387768964,1.51694262788375,1.67923992377308,1.70770142903142,1.71357478141321,5.25704208956699
3,"2020/4/9 02:00",9.82222222222222,8.72222222222222,13.2888888888889,8.44444444444444,5.15555555555556,0
3,"2020/4/9 03:00",18.5666666666667,4.3,9.06666666666667,8.56666666666667,6.26666666666667,NA
3,"2020/4/9 04:00",11.4181818181818,13.0545454545455,7.45454545454545,6.89090909090909,6.41818181818182,0.333333333333333
3,"2020/4/9 05:00",11.5111111111111,12.6666666666667,9.51111111111111,11.6111111111111,9.43333333333333,0
3,"2020/4/9 06:00",16.2380952380952,11.8095238095238,16.8095238095238,11.1428571428571,22,0
3,"2020/4/9 07:00",22,19,14.25,4.91666666666667,10,NA
3,"2020/4/9 08:00",11.5535714285714,12.2857142857143,6.98214285714286,9.92857142857143,9.98214285714286,NA
3,"2020/4/9 09:00",7.17424242424242,14.7272727272727,17.2727272727273,9.87878787878788,6.54545454545455,1
3,"2020/4/9 10:00",7.11111111111111,9.73333333333333,10.8444444444444,7.65555555555556,10.6222222222222,0.333333333333333
3,"2020/4/9 11:00",15.9555555555556,9.34444444444444,15.1222222222222,10.4444444444444,11.6,0
3,"2020/4/9 12:00",5.90476190476191,16.8095238095238,16.5714285714286,13,14,1
3,"2020/4/9 13:00",6.21428571428571,11.9285714285714,3.14285714285714,8.55357142857143,13.125,0
3,"2020/4/9 14:00",10.4,8.45555555555556,15.3444444444444,13.8777777777778,12.4,0.5
3,"2020/4/9 15:00",0.268683901292597,0.394829612220917,0.738366627497062,0.570329024676851,0.641186839012926,0.610804229033024
3,"2020/4/9 16:00",NA,NA,NA,NA,NA,NA
3,"2020/4/9 17:00",NA,NA,NA,NA,NA,NA
3,"2020/4/9 18:00",NA,NA,NA,NA,NA,NA
3,"2020/4/9 19:00",NA,NA,NA,NA,NA,NA
3,"2020/4/9 20:00",NA,NA,NA,NA,NA,NA
3,"2020/4/9 21:00",NA,NA,NA,NA,NA,NA
3,"2020/4/9 22:00",NA,NA,NA,NA,NA,NA
3,"2020/4/9 23:00",NA,NA,NA,NA,NA,NA
3,"2020/4/10 00:00",NA,NA,NA,NA,NA,NA
3,"2020/4/10 01:00",NA,NA,NA,NA,NA,NA
3,"2020/4/10 02:00",NA,NA,NA,NA,NA,NA
3,"2020/4/10 03:00",NA,NA,NA,NA,NA,NA
3,"2020/4/10 04:00",NA,NA,NA,NA,NA,NA
3,"2020/4/10 05:00",NA,NA,NA,NA,NA,NA
3,"2020/4/10 06:00",NA,NA,NA,NA,NA,NA
3,"2020/4/10 07:00",NA,NA,NA,NA,NA,NA
3,"2020/4/10 08:00",NA,NA,NA,NA,NA,NA
3,"2020/4/10 09:00",NA,NA,NA,NA,NA,NA
3,"2020/4/10 10:00",NA,NA,NA,NA,NA,NA
3,"2020/4/10 11:00",NA,NA,NA,NA,NA,NA
3,"2020/4/10 12:00",0.834081069876787,0.717147913561848,0.754575234566865,0.982620930501039,0.871994185680401,0.655539375242841
3,"2020/4/10 13:00",7.75,14,17.0277777777778,12.6944444444444,21.5,NA
3,"2020/4/10 14:00",15.6555555555556,10.4555555555556,13.4333333333333,13.1555555555556,17.1555555555556,0
3,"2020/4/10 15:00",10.4909090909091,13.2727272727273,10.4909090909091,5.65454545454545,9.96363636363636,0.333333333333333
3,"2020/4/10 16:00",16.5,13.1222222222222,7.82222222222222,6.62222222222222,7.61111111111111,0
3,"2020/4/10 17:00",7.23809523809524,9.33333333333333,3.61904761904762,12.952380952381,6,NA
3,"2020/4/10 18:00",15.8,7.7,12.8,23.2,3.5,NA
3,"2020/4/10 19:00",8.09090909090909,15.2181818181818,6.61818181818182,11.6545454545455,10.9636363636364,0
3,"2020/4/10 20:00",13.8777777777778,14.5444444444444,12.4555555555556,15.1222222222222,6.98888888888889,0
3,"2020/4/10 21:00",12.6666666666667,10.6666666666667,8,8.96666666666667,8.96666666666667,0
3,"2020/4/10 22:00",14.8611111111111,9.94444444444444,13.0277777777778,9.94444444444444,11.6944444444444,0
3,"2020/4/10 23:00",5.86666666666667,18.5666666666667,11.0666666666667,12.4,2.96666666666667,1
4,"2020/4/6 00:00",10.3333333333333,8.33333333333333,3,NA,25.3333333333333,0.5
4,"2020/4/6 01:00",NA,NA,NA,NA,NA,NA
4,"2020/4/6 02:00",8.33333333333333,1.33333333333333,12,NA,33.3333333333333,NA
4,"2020/4/6 03:00",3,1,1,NA,2,NA
4,"2020/4/6 04:00",0.5,4.5,0.5,NA,18,NA
4,"2020/4/6 05:00",7,4.33333333333333,1.33333333333333,NA,4.33333333333333,NA
4,"2020/4/6 06:00",5,5,6,NA,3,NA
4,"2020/4/6 07:00",18,18,8,NA,18,NA
4,"2020/4/6 08:00",18,8,4.5,NA,8,NA
4,"2020/4/6 09:00",6,9,0,NA,7,NA
4,"2020/4/6 10:00",9,10,6,NA,10,NA
4,"2020/4/6 11:00",NA,NA,NA,NA,NA,NA
4,"2020/4/6 12:00",7,2,4,NA,6,NA
4,"2020/4/6 13:00",NA,NA,NA,NA,NA,NA
4,"2020/4/6 14:00",7.36363636363636,5.69090909090909,8.89090909090909,NA,6.05454545454545,0.444444444444444
4,"2020/4/6 15:00",0.0714285714285714,0.0714285714285714,7.05494505494505,7,0.285714285714286,0.43956043956044
4,"2020/4/6 16:00",0.261083743842365,0.448275862068966,2.32758620689655,13,0.980295566502463,0.857142857142857
4,"2020/4/6 17:00",9.6,6.2,6.79583333333333,3,9.72916666666667,0.8
4,"2020/4/6 18:00",6.19230769230769,0.769230769230769,2.64102564102564,NA,0.576923076923077,0
4,"2020/4/6 19:00",5.33333333333333,10.3333333333333,12.3333333333333,NA,12,NA
4,"2020/4/6 20:00",24.5,0,32,NA,0.5,NA
4,"2020/4/6 21:00",9,3,8,NA,6,NA
4,"2020/4/6 22:00",NA,NA,NA,NA,NA,NA
4,"2020/4/6 23:00",8,8,12.5,NA,12.5,0
4,"2020/4/7 00:00",9.33333333333333,17.3333333333333,12.3333333333333,NA,7,NA
4,"2020/4/7 01:00",8,0.5,24.5,NA,0.5,NA
4,"2020/4/7 02:00",8,2,12.5,NA,8,NA
4,"2020/4/7 03:00",0.5,0,40.5,NA,18,NA
4,"2020/4/7 04:00",8.91666666666667,2.25,16.25,NA,8.25,NA
4,"2020/4/7 05:00",4.5,0.5,12.5,NA,0.5,0
4,"2020/4/7 06:00",50,0.5,32,NA,2,NA
4,"2020/4/7 07:00",40.5,2,0.5,NA,4.5,NA
4,"2020/4/7 08:00",NA,NA,NA,NA,NA,NA
4,"2020/4/7 09:00",9,10,10,NA,6,NA
4,"2020/4/7 10:00",3,16.3333333333333,26.3333333333333,NA,12.3333333333333,0
4,"2020/4/7 11:00",4.5,2,2,NA,50,1
4,"2020/4/7 12:00",32,18,8,NA,50,NA
4,"2020/4/7 13:00",4,9,3,NA,10,NA
4,"2020/4/7 14:00",12.5,2,0,NA,8,NA
4,"2020/4/7 15:00",12.5,40.5,50,NA,24.5,NA
4,"2020/4/7 16:00",4,10,10,NA,9,NA
4,"2020/4/7 17:00",6,4,4,NA,4,NA
4,"2020/4/7 18:00",0.5,2,2,NA,8,NA
4,"2020/4/7 19:00",3.5,17.3666666666667,18.4,NA,4.96666666666667,0
4,"2020/4/7 20:00",7.2,14.7,5.8,NA,7,0
4,"2020/4/7 21:00",7,9,5,NA,0,NA
4,"2020/4/7 22:00",7,9,10,NA,4,0
4,"2020/4/7 23:00",12.5,12.5,50,NA,4.5,NA
4,"2020/4/8 00:00",NA,NA,NA,NA,NA,NA
4,"2020/4/8 01:00",12.5,4.5,2,NA,0.5,0
4,"2020/4/8 02:00",13,13,5.33333333333333,NA,5.33333333333333,NA
4,"2020/4/8 03:00",10.8,18.7,13.5,NA,5.8,0
4,"2020/4/8 04:00",7,2.33333333333333,2.33333333333333,6,10.3333333333333,0
4,"2020/4/8 05:00",8,2,10,NA,0,NA
4,"2020/4/8 06:00",17.3,13,11.7,NA,6.5,0
4,"2020/4/8 07:00",12.5,12.5,32,NA,0.5,0
4,"2020/4/8 08:00",1.06581462016245,0.501194457716197,1.84842331581462,18,0.834687052078356,0.601880877742947
4,"2020/4/8 09:00",1.531663647343,1.70963466183575,1.56497282608696,12.3636363636364,1.62948973429952,2.64669449224423
4,"2020/4/8 10:00",1.61622291021672,1.60067226890756,1.79617425917736,9.6,1.6077620521893,3.73287141905396
4,"2020/4/8 11:00",1.520735303344,1.63184641445511,1.81347637869377,12.6666666666667,1.55913168956647,5.01243373493976
4,"2020/4/8 12:00",1.85112408504705,1.73819275008714,1.52161031718369,0.5,1.43743464621819,5.18351341930986
4,"2020/4/8 13:00",2.11646136618141,1.38253079507279,2.29608062709966,4.5,2.81366181410974,4.69314381270903
4,"2020/4/8 14:00",2.02102102102102,1.54354354354354,1.87687687687688,6,1.91591591591592,3.94144144144144
4,"2020/4/8 15:00",3.17210144927536,2.25905797101449,2.42753623188406,NA,1.9981884057971,4.63203463203463
4,"2020/4/8 16:00",2.91428571428571,4.34761904761905,2.84761904761905,NA,4.34761904761905,6.05263157894737
4,"2020/4/8 17:00",4.5,5.26785714285714,0.857142857142857,NA,8.69642857142857,1.5
4,"2020/4/8 18:00",1.7,1.8,1.7,NA,4.8,7.7
4,"2020/4/8 19:00",1.33333333333333,6.33333333333333,8.33333333333333,NA,1.33333333333333,2
4,"2020/4/8 20:00",NA,NA,NA,NA,NA,NA
4,"2020/4/8 21:00",2,5,2,NA,0,NA
4,"2020/4/8 22:00",4.5,2,18,NA,0.5,0
4,"2020/4/8 23:00",8,0.5,0.5,7,8,0
4,"2020/4/9 00:00",3.2,11.8,6.7,6,5.2,12.5
4,"2020/4/9 01:00",40.5,0,8,NA,4.5,NA
4,"2020/4/9 02:00",NA,NA,NA,NA,NA,NA
4,"2020/4/9 03:00",10,8.25,13.6666666666667,NA,18.9166666666667,NA
4,"2020/4/9 04:00",3,5,0,NA,4,NA
4,"2020/4/9 05:00",6,10,9,NA,2,NA
4,"2020/4/9 06:00",14.3333333333333,1.58333333333333,12.6666666666667,NA,14,0
4,"2020/4/9 07:00",NA,NA,NA,NA,NA,NA
4,"2020/4/9 08:00",0,4.5,40.5,NA,18,1
4,"2020/4/9 09:00",4.33333333333333,1.33333333333333,17.3333333333333,NA,10.3333333333333,NA
4,"2020/4/9 10:00",9,0,10,NA,2,0
4,"2020/4/9 11:00",5.86666666666667,8.8,21.0666666666667,8,16.6666666666667,NA
4,"2020/4/9 12:00",9,10,0,NA,2,0
4,"2020/4/9 13:00",16.3333333333333,12,12.3333333333333,3,30.3333333333333,NA
4,"2020/4/9 14:00",11.2,17.2,12.3,2,7.2,NA
4,"2020/4/9 15:00",0.627816131489079,0.602774979731224,0.620126280618136,0,0.71986708596418,0.587869674185464
4,"2020/4/9 16:00",0.585145888594164,0.586678455643973,0.680842911877395,14,0.544031830238727,0.568818155025052
4,"2020/4/9 17:00",0.590116279069767,0.71875,0.562621124031008,3,0.681443798449612,0.598179133858268
4,"2020/4/9 18:00",0.835069444444444,0.612847222222222,0.809275793650794,NA,0.936507936507937,0.573241671073506
4,"2020/4/9 19:00",1.42988505747126,1.29195402298851,1.35747126436782,NA,1.17816091954023,0.975369458128079
4,"2020/4/9 20:00",0.833333333333333,1.6025641025641,2.42307692307692,NA,0.974358974358974,0.727272727272727
4,"2020/4/9 21:00",0.333333333333333,0.666666666666667,0.333333333333333,NA,0.666666666666667,0.666666666666667
4,"2020/4/9 22:00",11.5833333333333,0.916666666666667,0.666666666666667,NA,0.666666666666667,1.33333333333333
4,"2020/4/9 23:00",8.3,16.5,12.7,NA,11.7,1
4,"2020/4/10 00:00",NA,NA,NA,NA,NA,NA
4,"2020/4/10 01:00",6,9,10,NA,5,NA
4,"2020/4/10 02:00",NA,NA,NA,NA,NA,NA
4,"2020/4/10 03:00",2.33333333333333,30.3333333333333,10.3333333333333,NA,9.33333333333333,0
4,"2020/4/10 04:00",11.6666666666667,4.66666666666667,3.66666666666667,NA,7,NA
4,"2020/4/10 05:00",NA,NA,NA,NA,NA,NA
4,"2020/4/10 06:00",NA,NA,NA,NA,NA,NA
4,"2020/4/10 07:00",NA,NA,NA,NA,NA,NA
4,"2020/4/10 08:00",NA,NA,NA,NA,NA,NA
4,"2020/4/10 09:00",NA,NA,NA,NA,NA,NA
4,"2020/4/10 10:00",NA,NA,NA,NA,NA,NA
4,"2020/4/10 11:00",NA,NA,NA,NA,NA,NA
4,"2020/4/10 12:00",NA,NA,NA,NA,NA,NA
4,"2020/4/10 13:00",NA,NA,NA,NA,NA,NA
4,"2020/4/10 14:00",NA,NA,NA,NA,NA,NA
4,"2020/4/10 15:00",11.3626373626374,10.4175824175824,8.37362637362637,NA,9.84615384615385,0.333333333333333
4,"2020/4/10 16:00",24.5,2,2,NA,4.5,NA
4,"2020/4/10 17:00",NA,NA,NA,NA,NA,NA
4,"2020/4/10 18:00",1,0,10,NA,10,1
4,"2020/4/10 19:00",NA,NA,NA,NA,NA,NA
4,"2020/4/10 20:00",8,18,12.5,NA,4.5,NA
4,"2020/4/10 21:00",10,7,7,NA,3,NA
4,"2020/4/10 22:00",10,0,2,NA,1,NA
4,"2020/4/10 23:00",40.5,0.5,0.5,NA,4.5,0
5,"2020/4/6 00:00",5.28571428571429,9.28571428571429,12.6666666666667,12.2857142857143,11.952380952381,0.5
5,"2020/4/6 01:00",24.5,8,12.5,0.5,12.5,NA
5,"2020/4/6 02:00",7,7,5,10,8,NA
5,"2020/4/6 03:00",12.5,7.5,1.2,15.3,23,1
5,"2020/4/6 04:00",7.7,22.8,9.2,9,13.7,NA
5,"2020/4/6 05:00",16.6666666666667,3.1,16.5666666666667,10.6666666666667,11.0666666666667,0.25
5,"2020/4/6 06:00",27.3333333333333,8.25,2,7.58333333333333,16.9166666666667,0
5,"2020/4/6 07:00",3,9,7,1,0,1
5,"2020/4/6 08:00",4.25,13.5833333333333,22.3333333333333,20.25,8.33333333333333,NA
5,"2020/4/6 09:00",7.33333333333333,5.58333333333333,3.66666666666667,12,8.66666666666667,1
5,"2020/4/6 10:00",9,4,10,9,2,NA
5,"2020/4/6 11:00",17.3333333333333,27,22.3333333333333,21.3333333333333,6.33333333333333,NA
5,"2020/4/6 12:00",6.3,16.7,8,16.3,20.7,NA
5,"2020/4/6 13:00",32,0.5,8,0,8,NA
5,"2020/4/6 14:00",21.5714285714286,10.4761904761905,13.8095238095238,12.6666666666667,7.80952380952381,0.333333333333333
5,"2020/4/6 15:00",10.6944444444444,1.11111111111111,6.94444444444444,3.5,8.11111111111111,0.166666666666667
5,"2020/4/6 16:00",0.948571428571429,2.26285714285714,0.824897959183673,3.61673469387755,1.49551020408163,0.194264569842738
5,"2020/4/6 17:00",4.30026455026455,2.40608465608466,2.23809523809524,5.92063492063492,1.72883597883598,0.24901185770751
5,"2020/4/6 18:00",2,5.28888888888889,15.7777777777778,3.56666666666667,7.61111111111111,0.285714285714286
5,"2020/4/6 19:00",8.76363636363636,13.4909090909091,12.2,19.2909090909091,11.6,0.142857142857143
5,"2020/4/6 20:00",16.75,13.1944444444444,10.2777777777778,13.75,11.5,0.25
5,"2020/4/6 21:00",12.2380952380952,8.80952380952381,15.2380952380952,13.4761904761905,11.2857142857143,0
5,"2020/4/6 22:00",5.71428571428571,6.41071428571429,19.6964285714286,15.6428571428571,16.8392857142857,0.333333333333333
5,"2020/4/6 23:00",2.8,14.4,17.6,10.6666666666667,11.5,NA
5,"2020/4/7 00:00",2.66666666666667,3.1,7.46666666666667,12.6666666666667,11.2,0
5,"2020/4/7 01:00",19.6666666666667,1.58333333333333,6.33333333333333,2.66666666666667,9,0
5,"2020/4/7 02:00",4.5,18,40.5,4.5,2,NA
5,"2020/4/7 03:00",2.33333333333333,22.3333333333333,7,33.3333333333333,4.33333333333333,0
5,"2020/4/7 04:00",2,10,10,4,4,NA
5,"2020/4/7 05:00",12.4107142857143,13.3571428571429,3.64285714285714,12.125,19.8392857142857,0.333333333333333
5,"2020/4/7 06:00",0.5,4.5,0.5,0,0.5,NA
5,"2020/4/7 07:00",19,17.6666666666667,16.3333333333333,3.33333333333333,11.6666666666667,1
5,"2020/4/7 08:00",14.9047619047619,6.95238095238095,12.6666666666667,10,10.6190476190476,0
5,"2020/4/7 09:00",12.3333333333333,21.3333333333333,6.33333333333333,1.33333333333333,1.33333333333333,1
5,"2020/4/7 10:00",7,21.3333333333333,19,4.33333333333333,6.33333333333333,NA
5,"2020/4/7 11:00",10,10,3,7,10,NA
5,"2020/4/7 12:00",3,16.3333333333333,12,28,14.3333333333333,NA
5,"2020/4/7 13:00",1.33333333333333,17.3333333333333,21,7,12,1
5,"2020/4/7 14:00",0.5,0.5,24.5,2,0.5,NA
5,"2020/4/7 15:00",14.5666666666667,3.5,4.56666666666667,5.36666666666667,9.2,0
5,"2020/4/7 16:00",18,0.5,0,8,32,NA
5,"2020/4/7 17:00",8.14285714285714,13.8095238095238,15.4761904761905,10.9047619047619,10.2380952380952,0
5,"2020/4/7 18:00",13.5833333333333,21.3333333333333,22,18,4.33333333333333,NA
5,"2020/4/7 19:00",3.7,16.7,6.8,5.2,9.7,NA
5,"2020/4/7 20:00",4.66666666666667,9.66666666666667,9.66666666666667,2.25,0.25,0
5,"2020/4/7 21:00",0.333333333333333,16.3333333333333,12.3333333333333,0.333333333333333,4,NA
5,"2020/4/7 22:00",17.8,16.7,18.8,15.7,18.3,NA
5,"2020/4/7 23:00",6.23809523809524,9,12.2380952380952,12.952380952381,9.23809523809524,0.333333333333333
5,"2020/4/8 00:00",20.8,9.7,4.8,14.8,16.8,NA
5,"2020/4/8 01:00",9,2,7,0,9,1
5,"2020/4/8 02:00",15,16.25,2.91666666666667,18.25,8.91666666666667,NA
5,"2020/4/8 03:00",24.5,0,32,0.5,12.5,NA
5,"2020/4/8 04:00",15.2,9.46666666666667,16.2666666666667,10.4,6.66666666666667,0
5,"2020/4/8 05:00",17.2,13.3,13.5,4.3,14.7,0
5,"2020/4/8 06:00",14.9166666666667,4.66666666666667,4.91666666666667,18,19,0
5,"2020/4/8 07:00",1,10,6,7,4,NA
5,"2020/4/8 08:00",1.20862068965517,1.26926536731634,0.912968515742129,1.776011994003,1.33215892053973,0.475466537966538
5,"2020/4/8 09:00",0.707885405527101,0.638993639894186,0.783437458959494,1.06365734226375,0.71176900996229,0.474036087369421
5,"2020/4/8 10:00",0.538740245261984,0.565008361204013,0.569676700111483,0.59568933481977,0.637286324786325,0.54229220932986
5,"2020/4/8 11:00",0.428466438020578,0.768577494692144,0.683896782622897,1.02286460885187,0.716478850236812,0.473229995810641
5,"2020/4/8 12:00",0.68030753968254,1.1703869047619,1,1.50793650793651,1.29265873015873,0.530142781597039
5,"2020/4/8 13:00",2.18492176386913,1.40256045519203,1.33997155049787,3.89758179231863,4.38762446657184,0.496434937611408
5,"2020/4/8 14:00",2.75641025641026,6,6,9.91025641025641,1.43589743589744,0.5
5,"2020/4/8 15:00",3.23076923076923,4.74358974358974,5.06410256410256,10.0769230769231,7.42307692307692,0.214285714285714
5,"2020/4/8 16:00",1.36666666666667,3.46666666666667,2.56666666666667,7.86666666666667,7.06666666666667,0
5,"2020/4/8 17:00",9.28571428571429,14.6190476190476,9.57142857142857,12.4761904761905,4.47619047619048,0
5,"2020/4/8 18:00",5.58333333333333,6.66666666666667,9.58333333333333,10.9166666666667,4,NA
5,"2020/4/8 19:00",5.7,4,12.8,3,14.7,0.333333333333333
5,"2020/4/8 20:00",9.7,11.8,21.3,2,14.8,0
5,"2020/4/8 21:00",NA,NA,NA,NA,NA,NA
5,"2020/4/8 22:00",3.58333333333333,2.66666666666667,0.25,7,12.9166666666667,NA
5,"2020/4/8 23:00",7,8,0,2,5,NA
5,"2020/4/9 00:00",7.41071428571429,22.5714285714286,9.35714285714286,9.26785714285714,9.35714285714286,0.5
5,"2020/4/9 01:00",16.2380952380952,7.47619047619048,15.4761904761905,16.2380952380952,10.2857142857143,0
5,"2020/4/9 02:00",0,40.5,0.5,4.5,0.5,NA
5,"2020/4/9 03:00",16.2380952380952,13.5714285714286,10.4761904761905,9.61904761904762,13.6190476190476,NA
5,"2020/4/9 04:00",3,6,5,7,7,NA
5,"2020/4/9 05:00",9.33333333333333,7,17.3333333333333,1.33333333333333,1,0.5
5,"2020/4/9 06:00",6.25,6.66666666666667,4.91666666666667,14,10.9166666666667,NA
5,"2020/4/9 07:00",NA,NA,NA,NA,NA,NA
5,"2020/4/9 08:00",18,0.5,18,8,0,NA
5,"2020/4/9 09:00",NA,NA,NA,NA,NA,NA
5,"2020/4/9 10:00",8.8,7.7,13.2,7.2,12.7,NA
5,"2020/4/9 11:00",8.33333333333333,5.33333333333333,17.3333333333333,2.33333333333333,4.33333333333333,0
5,"2020/4/9 12:00",3,6,3,10,4,NA
5,"2020/4/9 13:00",9.9,22.5666666666667,15.3666666666667,15.3666666666667,18.3,NA
5,"2020/4/9 14:00",3.3,9.2,10.3,9.2,23.2,1
5,"2020/4/9 15:00",0.621895648211438,0.712690817953976,0.583276372750057,0.530986557302347,0.839485076327182,0.263705759888966
5,"2020/4/9 16:00",0.538690476190476,0.443452380952381,0.345238095238095,0.379960317460317,0.739831349206349,0.19252432155658
5,"2020/4/9 17:00",1.89679487179487,4.07948717948718,1.53269230769231,2.99423076923077,3.74294871794872,0.181512605042017
5,"2020/4/9 18:00",4.29090909090909,11.0181818181818,0.618181818181818,11.2545454545455,1.47272727272727,0.553571428571429
5,"2020/4/9 19:00",7.41818181818182,13.4181818181818,6.96363636363636,15.0909090909091,12.7636363636364,0
5,"2020/4/9 20:00",7.06666666666667,8.8,2.66666666666667,12.7,0.566666666666667,0.333333333333333
5,"2020/4/9 21:00",7.8,18.5,16.8,10.3,10.7,0
5,"2020/4/9 22:00",16.5,15.0714285714286,15.7142857142857,10.2142857142857,13.125,0
5,"2020/4/9 23:00",12.5,2,24.5,50,12.5,NA
5,"2020/4/10 00:00",NA,NA,NA,NA,NA,NA
5,"2020/4/10 01:00",12.3333333333333,16,21.3333333333333,13,19,0
5,"2020/4/10 02:00",2.91666666666667,10,2,2.66666666666667,30.25,0
5,"2020/4/10 03:00",14.3,11.7666666666667,10.9666666666667,5.36666666666667,10.9666666666667,0.5
5,"2020/4/10 04:00",17.3333333333333,10.3333333333333,33.3333333333333,10.3333333333333,3,NA
5,"2020/4/10 05:00",14.3333333333333,8.33333333333333,1.33333333333333,9.33333333333333,10.3333333333333,1
5,"2020/4/10 06:00",2,10,4,6,6,NA
5,"2020/4/10 07:00",14.7,19.3,7.2,16.2,5.5,0
5,"2020/4/10 08:00",9.58333333333333,7.33333333333333,3.66666666666667,8.66666666666667,8.66666666666667,0.5
5,"2020/4/10 09:00",2,10,10,9,8,0
5,"2020/4/10 10:00",14,15.7,0.8,8.8,25.5,0.5
5,"2020/4/10 11:00",17.5833333333333,2.25,15.5833333333333,4.91666666666667,8.66666666666667,0
5,"2020/4/10 12:00",2.7,15.4666666666667,16.3,6.66666666666667,4.66666666666667,0
5,"2020/4/10 13:00",20.3,2.3,8,11.8,4.3,NA
5,"2020/4/10 14:00",4,9,3,6,10,NA
5,"2020/4/10 15:00",0.5,24.5,2,2,18,0
5,"2020/4/10 16:00",5.33333333333333,7,13,12,9.33333333333333,0
5,"2020/4/10 17:00",8,10,6,8,4,NA
5,"2020/4/10 18:00",7.8,15.8,13.2,4.5,12.8,NA
5,"2020/4/10 19:00",4.25,12.9166666666667,1.66666666666667,10,1.58333333333333,NA
5,"2020/4/10 20:00",9.3,6.3,9.3,7.3,15.7,1
5,"2020/4/10 21:00",7,10.3333333333333,6.33333333333333,21.3333333333333,2.33333333333333,0
5,"2020/4/10 22:00",15.5833333333333,1.58333333333333,1.58333333333333,8.91666666666667,1.33333333333333,0.5
5,"2020/4/10 23:00",12.952380952381,18.1428571428571,10.2857142857143,1.61904761904762,7.61904761904762,1
6,"2020/4/6 00:00",13.1428571428571,17.3333333333333,10.2857142857143,10.952380952381,16.4761904761905,0
6,"2020/4/6 01:00",8.9,13.3777777777778,10.6222222222222,9.06666666666667,13.6555555555556,0
6,"2020/4/6 02:00",9.90151515151515,9.17424242424242,13.3636363636364,13.0606060606061,7.53787878787879,0.5
6,"2020/4/6 03:00",5.14285714285714,13.0769230769231,11.456043956044,7.93956043956044,14.4395604395604,0.5
6,"2020/4/6 04:00",11.719696969697,8.4469696969697,5.78787878787879,5.53787878787879,11.4545454545455,1
6,"2020/4/6 05:00",10.6813186813187,7.17032967032967,10.4230769230769,8.92307692307692,10.8406593406593,0.333333333333333
6,"2020/4/6 06:00",12.969696969697,5.84090909090909,5.47727272727273,13.7878787878788,9.6969696969697,0.25
6,"2020/4/6 07:00",11.5333333333333,8.62916666666667,10.6958333333333,13.9625,7.1625,0.5
6,"2020/4/6 08:00",10.5535714285714,11.3571428571429,15.5535714285714,8.57142857142857,15.125,0
6,"2020/4/6 09:00",16.6944444444444,19.4444444444444,10.1111111111111,9,17.75,1
6,"2020/4/6 10:00",13.6181818181818,11.6727272727273,8.76363636363636,8.49090909090909,11.8909090909091,NA
6,"2020/4/6 11:00",8.75,14.1944444444444,8.94444444444444,11.9444444444444,8.75,0
6,"2020/4/6 12:00",9.97802197802198,11.456043956044,15.3846153846154,11.0164835164835,12.4175824175824,0.333333333333333
6,"2020/4/6 13:00",14.7111111111111,12.2666666666667,4.17777777777778,6.84444444444444,13.6,1
6,"2020/4/6 14:00",9.37426900584795,15.6549707602339,11.3391812865497,13.7777777777778,11.812865497076,0.272727272727273
6,"2020/4/6 15:00",11.6231884057971,14.8242753623188,16.0579710144928,9.04166666666667,10.2590579710145,0.247252747252747
6,"2020/4/6 16:00",3.73785253143051,3.45005096839959,4.46585117227319,3.02599388379205,3.10720353380904,0.157900273511466
6,"2020/4/6 17:00",10.1501683501684,11.8464646464646,7.50707070707071,5.65454545454545,7.81010101010101,0.145121951219512
6,"2020/4/6 18:00",6.37241379310345,4.67126436781609,13.7574712643678,6.7367816091954,6.34022988505747,0.242165242165242
6,"2020/4/6 19:00",6.72857142857143,12.1904761904762,19.7619047619048,12.8333333333333,8.29047619047619,0.233333333333333
